Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,747991,-,-,-,32.45,-94.74,-6,88,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2009,1,1,0,30,0,0,0,0,1,-1.4000000000000001,0,0,0,0,90.21000000000001,170.39000000000001,0.12,1012,0.8,114,1.1,0.0000,0.0000
2009,1,1,1,30,-0.5,0,0,0,0,-1.6,0,0,0,0,92.12,162.36,0.12,1012,0.8,117,1.1,0.0000,0.0000
2009,1,1,2,30,-1,0,0,0,0,-1.9000000000000001,0,0,0,0,93.88,150.38,0.12,1012,0.8,117,1,0.0000,0.0000
2009,1,1,3,30,-1.3,0,0,0,0,-2.1,0,0,0,0,94.04,137.8,0.12,1011,0.9,116,1,0.0000,0.0000
2009,1,1,4,30,-1.6,0,0,0,0,-2.4000000000000004,0,0,0,0,94.4,125.17,0.12,1011,1,117,1,0.0000,0.0000
2009,1,1,5,30,-1.8,0,0,0,0,-2.6,0,0,0,0,94.23,112.72,0.12,1011,1.1,120,1,0.0000,0.0000
2009,1,1,6,30,-1.8,0,0,0,0,-2.8000000000000003,0,0,0,0,92.95,100.63,0.12,1011,1.1,127,1.2000000000000002,0.0000,0.0000
2009,1,1,7,30,-0.5,12,180,16,0,-2.8000000000000003,12,180,0,16,84.37,88.71000000000001,0.12,1010,1.1,137,1.6,0.0000,0.0000
2009,1,1,8,30,2.3000000000000003,46,638,175,0,-2.4000000000000004,46,638,0,175,71.18,78.35000000000001,0.12,1010,1.1,150,1.9000000000000001,8.3621,6.3872
2009,1,1,9,30,5.7,61,812,352,0,-1.6,61,812,0,352,59.46,69.02,0.12,1009,1.1,166,2.1,18.1767,14.0926
2009,1,1,10,30,9,70,884,491,0,-0.4,70,884,0,491,51.93,61.56,0.12,1009,1.2000000000000002,179,2.2,26.8135,20.9229
2009,1,1,11,30,11.600000000000001,76,914,577,0,1.2000000000000002,76,914,0,577,48.78,56.79,0.12,1007,1.3,190,2.2,32.3711,25.3235
2009,1,1,12,30,13.4,74,926,600,0,2.7,74,926,0,600,48.39,55.4,0.12,1006,1.4000000000000001,198,2.4000000000000004,33.8903,26.5276
2009,1,1,13,30,14.5,73,906,558,0,3.8000000000000003,73,906,0,558,48.660000000000004,57.65,0.12,1005,1.5,201,2.5,31.1671,24.3720
2009,1,1,14,30,14.8,69,861,458,0,4.9,69,861,0,458,51.42,63.14,0.12,1004,1.5,199,2.4000000000000004,24.7537,19.2951
2009,1,1,15,30,13.8,59,765,307,3,6.2,127,242,7,205,60.04,71.11,0.12,1003,1.5,194,2,10.3895,8.0338
2009,1,1,16,30,11.3,40,554,129,0,7.800000000000001,40,554,0,129,79.07000000000001,80.8,0.12,1003,1.5,187,1.5,0.0000,0.0000
2009,1,1,17,30,9.700000000000001,0,0,0,0,7.300000000000001,0,0,0,0,84.99,91.8,0.12,1003,1.5,184,1.4000000000000001,0.0000,0.0000
2009,1,1,18,30,8.700000000000001,0,0,0,0,7.4,0,0,0,0,91.49,103.48,0.12,1002,1.5,179,1.4000000000000001,0.0000,0.0000
2009,1,1,19,30,8,0,0,0,0,7.6000000000000005,0,0,0,0,97.09,115.68,0.12,1002,1.5,178,1.3,0.0000,0.0000
