Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,747991,-,-,-,32.45,-94.74,-6,88,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2010,1,4,2,30,-1.3,0,0,0,4,-2.1,0,0,0,0,94.52,150.53,0.12,1018,0.9,336,2.2,0.0000,0.0000
2010,1,4,3,30,-1.9000000000000001,0,0,0,4,-3.1,0,0,0,0,91.82000000000001,137.95000000000002,0.12,1018,0.8,334,2.1,0.0000,0.0000
2010,1,4,4,30,-2.4000000000000004,0,0,0,4,-3.7,0,0,0,0,90.67,125.32000000000001,0.12,1019,0.8,332,2,0.0000,0.0000
2010,1,4,5,30,-2.7,0,0,0,4,-4.3,0,0,0,0,88.58,112.86,0.12,1019,0.8,331,2,0.0000,0.0000
2010,1,4,6,30,-2.9000000000000004,0,0,0,4,-4.800000000000001,0,0,0,0,86.59,100.74000000000001,0.12,1020,0.7000000000000001,331,2,0.0000,0.0000
2010,1,4,7,30,-2.5,12,72,14,4,-5.1000000000000005,2,0,7,2,82.07000000000001,88.78,0.12,1020,0.7000000000000001,337,2.3000000000000003,0.0000,0.0000
2010,1,4,8,30,-1.5,64,517,168,4,-5.5,25,0,7,25,74.21000000000001,78.38,0.12,1021,0.7000000000000001,345,2.7,1.1944,0.9123
2010,1,4,9,30,-0.5,94,693,343,4,-5.4,102,0,0,102,69.41,68.98,0.12,1021,0.7000000000000001,348,2.7,5.2690,4.0852
2010,1,4,10,30,0.4,109,789,486,4,-5.1000000000000005,206,72,0,240,66.62,61.45,0.12,1021,0.7000000000000001,345,2.7,13.1155,10.2349
2010,1,4,11,30,1,113,845,578,0,-4.800000000000001,113,845,0,578,65.35,56.59,0.12,1021,0.7000000000000001,340,2.7,32.4597,25.3951
2010,1,4,12,30,1.5,93,912,615,4,-4.5,256,77,7,300,64.53,55.120000000000005,0.12,1020,0.7000000000000001,337,2.7,16.9674,13.2827
2010,1,4,13,30,1.6,90,899,576,4,-4.2,229,51,0,257,65.16,57.300000000000004,0.12,1020,0.7000000000000001,336,2.7,14.3809,11.2474
2010,1,4,14,30,1.4000000000000001,79,866,476,0,-4.2,79,866,0,476,66.47,62.76,0.12,1019,0.7000000000000001,338,2.6,25.7925,20.1102
2010,1,4,15,30,1,66,782,325,0,-4.2,66,782,0,325,68.4,70.72,0.12,1019,0.6000000000000001,340,2.3000000000000003,16.5301,12.7889
2010,1,4,16,30,-0.2,45,574,141,0,-4,45,574,0,141,75.46000000000001,80.4,0.12,1020,0.6000000000000001,340,1.6,0.0000,0.0000
2010,1,4,17,30,-1.1,0,0,0,0,-3.5,0,0,0,0,83.99,91.41,0.12,1020,0.6000000000000001,340,1.1,0.0000,0.0000
2010,1,4,18,30,-2.6,0,0,0,0,-3.9000000000000004,0,0,0,0,90.97,103.10000000000001,0.12,1021,0.6000000000000001,339,1,0.0000,0.0000
2010,1,4,19,30,-3.3000000000000003,0,0,0,0,-4.4,0,0,0,0,91.98,115.3,0.12,1021,0.6000000000000001,340,1,0.0000,0.0000
2010,1,4,20,30,-3.8000000000000003,0,0,0,0,-4.800000000000001,0,0,0,0,92.53,127.81,0.12,1021,0.6000000000000001,342,0.9,0.0000,0.0000
2010,1,4,21,30,-4.1000000000000005,0,0,0,0,-5.1000000000000005,0,0,0,0,92.78,140.45000000000002,0.12,1021,0.6000000000000001,345,1,0.0000,0.0000
2010,1,4,22,30,-4.2,0,0,0,0,-5.300000000000001,0,0,0,0,92.06,152.95000000000002,0.12,1021,0.6000000000000001,348,1,0.0000,0.0000
2010,1,4,23,30,-4.4,0,0,0,0,-5.5,0,0,0,0,92.14,164.5,0.12,1021,0.6000000000000001,350,1,0.0000,0.0000
2010,1,5,0,30,-4.5,0,0,0,0,-5.6000000000000005,0,0,0,0,91.77,170.08,0.12,1021,0.6000000000000001,352,1,0.0000,0.0000
2010,1,5,1,30,-4.6000000000000005,0,0,0,0,-5.7,0,0,0,0,91.72,162.45000000000002,0.12,1021,0.6000000000000001,352,0.9,0.0000,0.0000
2010,1,5,2,30,-4.6000000000000005,0,0,0,0,-5.800000000000001,0,0,0,0,91.34,150.57,0.12,1021,0.6000000000000001,349,0.9,0.0000,0.0000
2010,1,5,3,30,-4.7,0,0,0,0,-5.800000000000001,0,0,0,0,91.88,138,0.12,1021,0.7000000000000001,348,0.9,0.0000,0.0000
2010,1,5,4,30,-4.7,0,0,0,0,-5.800000000000001,0,0,0,0,91.82000000000001,125.37,0.12,1021,0.7000000000000001,350,1,0.0000,0.0000
2010,1,5,5,30,-4.7,0,0,0,0,-5.800000000000001,0,0,0,0,91.97,112.9,0.12,1021,0.7000000000000001,352,1,0.0000,0.0000
2010,1,5,6,30,-4.5,0,0,0,0,-5.7,0,0,0,0,91.07000000000001,100.77,0.12,1022,0.7000000000000001,354,1,0.0000,0.0000
2010,1,5,7,30,-3.4000000000000004,12,202,16,0,-5.7,12,202,0,16,84.41,88.79,0.12,1022,0.8,180,1.3,0.0000,0.0000
2010,1,5,8,30,-1.7000000000000002,45,662,178,0,-6.6000000000000005,45,662,0,178,69.24,78.38,0.12,1022,0.8,8,1.6,8.5044,6.4956
2010,1,5,9,30,0,62,827,359,0,-6.6000000000000005,62,827,0,359,61.07,68.96000000000001,0.12,1022,0.8,8,1.5,18.5479,14.3813
2010,1,5,10,30,1.5,70,905,503,0,-5.800000000000001,70,905,0,503,58.160000000000004,61.4,0.12,1022,0.8,181,1.3,27.4965,21.4580
2010,1,5,11,30,2.8000000000000003,75,934,591,0,-5,75,934,0,591,56.65,56.51,0.12,1021,0.9,349,1.1,33.2030,25.9775
2010,1,5,12,30,3.7,73,951,619,0,-4.1000000000000005,73,951,0,619,56.79,55,0.12,1020,0.9,341,1,35.0290,27.4232
2010,1,5,13,30,4.1000000000000005,74,927,577,4,-3.4000000000000004,194,478,0,453,58.33,57.160000000000004,0.12,1019,1,337,0.9,25.3667,19.8407
2010,1,5,14,30,4,73,871,474,0,-2.9000000000000004,73,871,0,474,60.92,62.61,0.12,1018,1,334,0.8,25.7098,20.0478
2010,1,5,15,30,3,70,740,316,0,-2.5,70,740,0,316,67.04,70.56,0.12,1018,1.1,339,0.7000000000000001,16.0957,12.4555
2010,1,5,16,30,1.4000000000000001,48,515,136,0,-1.2000000000000002,48,515,0,136,82.61,80.25,0.12,1018,1.1,351,0.7000000000000001,0.0000,0.0000
2010,1,5,17,30,0.5,0,0,0,0,-3.6,0,0,0,0,74.18,91.26,0.12,1018,1.1,360,0.9,0.0000,0.0000
2010,1,5,18,30,-0.30000000000000004,0,0,0,0,-3.8000000000000003,0,0,0,0,77.34,102.95,0.12,1018,1.1,29,1,0.0000,0.0000
2010,1,5,19,30,-0.5,0,0,0,0,-3.9000000000000004,0,0,0,0,77.84,115.16,0.12,1018,1.1,48,1,0.0000,0.0000
2010,1,5,20,30,-0.7000000000000001,0,0,0,0,-4,0,0,0,0,78.06,127.67,0.12,1018,1.1,66,1,0.0000,0.0000
2010,1,5,21,30,-1,0,0,0,0,-4.2,0,0,0,0,79.04,140.31,0.12,1017,1,82,1,0.0000,0.0000
2010,1,5,22,30,-1.4000000000000001,0,0,0,0,-4.2,0,0,0,0,81.11,152.81,0.12,1017,1,95,1,0.0000,0.0000
2010,1,5,23,30,-1.8,0,0,0,0,-4.2,0,0,0,0,83.37,164.35,0.12,1017,1,108,0.9,0.0000,0.0000
2010,1,6,0,30,-2.2,0,0,0,0,-4.3,0,0,0,0,85.73,169.98,0.12,1016,1,121,0.9,0.0000,0.0000
2010,1,6,1,30,-2.5,0,0,0,0,-4.2,0,0,0,0,87.89,162.46,0.12,1016,1,131,0.9,0.0000,0.0000
2010,1,6,2,30,-2.7,0,0,0,0,-4.2,0,0,0,0,89.52,150.61,0.12,1016,1,138,0.8,0.0000,0.0000
2010,1,6,3,30,-2.8000000000000003,0,0,0,0,-4.1000000000000005,0,0,0,0,90.65,138.05,0.12,1016,1,142,0.8,0.0000,0.0000
2010,1,6,4,30,-2.9000000000000004,0,0,0,0,-4.1000000000000005,0,0,0,0,91.7,125.41,0.12,1015,1,142,0.8,0.0000,0.0000
2010,1,6,5,30,-2.8000000000000003,0,0,0,0,-3.9000000000000004,0,0,0,0,91.79,112.94,0.12,1015,1,142,0.9,0.0000,0.0000
2010,1,6,6,30,-2.5,0,0,0,0,-3.8000000000000003,0,0,0,0,90.65,100.8,0.12,1015,1,142,1.1,0.0000,0.0000
2010,1,6,7,30,-1.2000000000000002,12,174,15,1,-3.5,12,174,0,15,84.34,88.81,0.12,1015,1.1,142,1.5,0.0000,0.0000
2010,1,6,8,30,1.2000000000000002,47,629,174,4,-2.7,50,0,7,50,75.48,78.38,0.12,1015,1.1,145,1.8,2.3889,1.8246
2010,1,6,9,30,3.9000000000000004,65,794,350,4,-1.4000000000000001,84,0,7,84,68.15,68.93,0.12,1015,1.2000000000000002,155,2.1,4.3410,3.3660
2010,1,6,10,30,5.800000000000001,80,856,491,4,-0.5,103,0,0,103,64.04,61.34,0.12,1014,1.2000000000000002,163,2.3000000000000003,5.6326,4.3958
2010,1,6,11,30,6.5,91,876,576,4,0.30000000000000004,117,0,0,117,64.34,56.42,0.12,1013,1.3,164,2.2,6.5761,5.1453
2010,1,6,12,30,6.800000000000001,78,923,610,4,0.7000000000000001,93,0,0,93,65.27,54.88,0.12,1012,1.3,163,2.1,5.2657,4.1226
2010,1,6,13,30,6.6000000000000005,79,899,568,8,1.3,19,0,0,19,68.94,57.02,0.12,1011,1.4000000000000001,162,1.9000000000000001,1.0647,0.8328
2010,1,6,14,30,6,76,843,466,4,2.1,53,0,0,53,76.08,62.45,0.12,1010,1.5,161,1.7000000000000002,2.8778,2.2442
2010,1,6,15,30,5.2,67,737,314,4,2.7,29,0,0,29,83.67,70.41,0.12,1009,1.6,162,1.6,1.4791,1.1448
2010,1,6,16,30,4.6000000000000005,47,513,135,4,2.7,13,0,0,13,87.7,80.10000000000001,0.12,1009,1.7000000000000002,164,1.6,0.0000,0.0000
2010,1,6,17,30,4.4,0,0,0,4,2.8000000000000003,0,0,0,0,89.62,91.11,0.12,1009,1.7000000000000002,165,1.6,0.0000,0.0000
2010,1,6,18,30,4.4,0,0,0,4,3.2,0,0,0,0,92.13,102.8,0.12,1009,1.8,167,1.6,0.0000,0.0000
2010,1,6,19,30,4.5,0,0,0,4,3.6,0,0,0,0,94.2,115.01,0.12,1009,1.8,169,1.4000000000000001,0.0000,0.0000
2010,1,6,20,30,4.6000000000000005,0,0,0,4,4,0,0,0,0,96.2,127.53,0.12,1009,1.9000000000000001,173,1.4000000000000001,0.0000,0.0000
2010,1,6,21,30,4.6000000000000005,0,0,0,4,4.4,0,0,0,0,98.52,140.17000000000002,0.12,1009,1.9000000000000001,179,1.3,0.0000,0.0000
2010,1,6,22,30,4.7,0,0,0,4,4.6000000000000005,0,0,0,0,99.48,152.66,0.12,1009,1.9000000000000001,187,1.2000000000000002,0.0000,0.0000
2010,1,6,23,30,4.800000000000001,0,0,0,4,4.7,0,0,0,0,99.64,164.19,0.12,1009,2,201,0.9,0.0000,0.0000
2010,1,7,0,30,4.9,0,0,0,1,4.9,0,0,0,0,99.79,169.87,0.12,1009,2,233,0.8,0.0000,0.0000
2010,1,7,1,30,5,0,0,0,4,4.9,0,0,0,0,99.53,162.46,0.12,1009,2,286,1.1,0.0000,0.0000
2010,1,7,2,30,4.9,0,0,0,4,4.9,0,0,0,0,100,150.64000000000001,0.12,1009,1.9000000000000001,327,2.2,0.0000,0.0000
2010,1,7,3,30,4.1000000000000005,0,0,0,4,4.1000000000000005,0,0,0,0,100,138.09,0.12,1010,1.7000000000000002,342,3.4000000000000004,0.0000,0.0000
2010,1,7,4,30,2.5,0,0,0,1,2.5,0,0,0,0,100,125.45,0.12,1011,1.5,347,4.1000000000000005,0.0000,0.0000
2010,1,7,5,30,0.8,0,0,0,1,0.8,0,0,0,0,100,112.97,0.12,1012,1.4000000000000001,348,4.1000000000000005,0.0000,0.0000
2010,1,7,6,30,-0.7000000000000001,0,0,0,1,-1,0,0,0,0,98.17,100.82000000000001,0.12,1014,1.3,346,4,0.0000,0.0000
2010,1,7,7,30,-1.8,11,31,11,1,-2.9000000000000004,11,31,0,11,91.94,88.81,0.12,1016,1.3,344,4,0.0000,0.0000
2010,1,7,8,30,-2.3000000000000003,68,453,159,4,-4.7,41,0,7,41,83.55,78.36,0.12,1017,1.3,342,4.1000000000000005,1.9590,1.4963
2010,1,7,9,30,-2.1,89,688,336,4,-6.1000000000000005,19,0,0,19,73.84,68.89,0.12,1019,1.3,341,4.2,0.9822,0.7616
2010,1,7,10,30,-1.6,94,810,483,4,-7.2,37,0,0,37,65.52,61.28,0.12,1019,1.3,340,4.2,2.0241,1.5797
2010,1,7,11,30,-0.8,90,882,580,8,-7.9,255,194,0,362,58.72,56.32,0.12,1018,1.2000000000000002,339,4.2,20.3567,15.9281
2010,1,7,12,30,-0.2,92,899,610,4,-8.200000000000001,259,79,0,305,54.75,54.75,0.12,1018,1.1,338,4.2,17.2797,13.5291
2010,1,7,13,30,-0.1,80,912,579,0,-8.5,80,912,0,579,53.33,56.870000000000005,0.12,1017,1,339,4.1000000000000005,32.4702,25.4001
2010,1,7,14,30,-0.6000000000000001,69,891,484,8,-8.8,164,446,0,371,53.9,62.29,0.12,1017,0.9,340,4,20.1655,15.7279
2010,1,7,15,30,-1.4000000000000001,58,812,332,1,-9.1,58,812,0,332,55.94,70.24,0.12,1018,0.9,342,3.7,16.9597,13.1295
2010,1,7,16,30,-2.6,40,635,151,0,-9.3,40,635,0,151,59.97,79.93,0.12,1018,0.8,344,3.1,7.1992,5.4866
